State,District,Subject,LO_Code,Description,Score
Jharkhand,Dumka,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",54
Jharkhand,East Singhbum,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",54
Jharkhand,Garhwa,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",50
Jharkhand,Giridih,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",52
Jharkhand,Godda,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",49
Jharkhand,Gumla,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",45
Jharkhand,Hazaribagh,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",48
Jharkhand,Jamtara,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",51
Jharkhand,Khunti,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",57
Jharkhand,Koderma,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",52
Jharkhand,Latehar,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",44
Jharkhand,Lohardaga,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",47
Jharkhand,Pakur,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",43
Jharkhand,Palamu,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",47
Jharkhand,Ramgarh,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",51
Jharkhand,Ranchi,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",51
Jharkhand,Sahebganj,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",36
Jharkhand,Saraikela Kharsawan,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",52
Jharkhand,Simdega,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",52
Jharkhand,West Singhbhum,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",48
Jharkhand,Bokaro,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,70
Jharkhand,Chatra,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,56
Jharkhand,Deoghar,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,67
Jharkhand,Dhanbad,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,65
Jharkhand,Dumka,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,61
Jharkhand,East Singhbum,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,67
Jharkhand,Garhwa,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,58
Jharkhand,Giridih,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,59
Jharkhand,Godda,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,54
Jharkhand,Gumla,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,56
Jharkhand,Hazaribagh,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,59
Jharkhand,Jamtara,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,62
Jharkhand,Khunti,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,63
Jharkhand,Koderma,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,61
Jharkhand,Latehar,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,50
Jharkhand,Lohardaga,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,61
Jharkhand,Pakur,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,50
Jharkhand,Palamu,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,57
Jharkhand,Ramgarh,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,67
Jharkhand,Ranchi,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,62
Jharkhand,Sahebganj,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,44
Jharkhand,Saraikela Kharsawan,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,61
Jharkhand,Simdega,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,63
Jharkhand,West Singhbhum,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,58
Kerala,Alappuzha,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",75
Kerala,Ernakulam,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",83
Kerala,Idukki,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",71
Kerala,Kannur,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",72
Kerala,Kasaragod,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",65
Kerala,Kollam,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",77
Kerala,Kottayam,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",66
Kerala,Kozhikode,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",74
Kerala,Malappuram,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",67
Kerala,Palakkad,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",69
Kerala,Pathanamthitta,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",69
Kerala,Thiruvananthapuram,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",80
Kerala,Thrissur,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",73
Kerala,Wayanad,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",62
Kerala,Alappuzha,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,79
Kerala,Ernakulam,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,88
Kerala,Idukki,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,77
Kerala,Kannur,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,79
Kerala,Kasaragod,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,70
Kerala,Kollam,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,83
Kerala,Kottayam,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,77
Kerala,Kozhikode,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,81
Kerala,Malappuram,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,79
Kerala,Palakkad,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,77
Kerala,Pathanamthitta,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,74
Kerala,Thiruvananthapuram,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,85
Kerala,Thrissur,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,78
Kerala,Wayanad,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,72
Rajasthan,Ajmer,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",75
Rajasthan,Alwar,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",67
Rajasthan,Anoopgarh,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",64
Rajasthan,Balotra,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",58
Rajasthan,Banswara,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",55
Rajasthan,Baran,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",58
Rajasthan,Barmer,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",59
Rajasthan,Beawar,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",64
Rajasthan,Bharatpur,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",78
Rajasthan,Bhilwara,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",69
Rajasthan,Bikaner,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",63
Rajasthan,Bundi,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",62
Rajasthan,Chittorgarh,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",69
Rajasthan,Churu,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",71
Rajasthan,Dausa,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",66
Rajasthan,Deeg,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",77
Rajasthan,Dholpur,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",80
Rajasthan,Didwana Kuchaman,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",80
Rajasthan,Dudu,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",77
Rajasthan,Dungarpur,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",72
Rajasthan,Ganganagar,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",67
Rajasthan,Gangapurcity,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",62
Rajasthan,Hanumangarh,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",65
Rajasthan,Jaipur,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",60
Rajasthan,Jaipur Gramin,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",62
Rajasthan,Jaisalmer,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",70
Rajasthan,Jalore,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",58
Rajasthan,Jhalawar,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",73
Rajasthan,Jhunjhunu,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",72
Rajasthan,Jodhpur,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",52
Rajasthan,Jodhpur Gramin,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",60
Rajasthan,Karauli,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",65
Rajasthan,Kekri,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",67
Rajasthan,Khairthal-Tijara,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",68
Rajasthan,Kota,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",67
Rajasthan,Kotputli-Behror,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",71
Rajasthan,Nagaur,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",72
Rajasthan,Neem Ka Thana,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",62
Rajasthan,Pali,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",64
Rajasthan,Phalodi,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",58
Rajasthan,Pratapgarh,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",70
Rajasthan,Rajsamand,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",70
Rajasthan,Salumbar,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",60
Rajasthan,Sanchor,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",60
Rajasthan,Sawai Madhopur,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",66
Rajasthan,Shahpura,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",65
Rajasthan,Sikar,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",65
Rajasthan,Sirohi,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",66
Rajasthan,Tonk,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",75
Rajasthan,Udaipur,Language,C-10.5,"C-10.5 Reads short stories and comprehends their meaning - by identifying characters, storyline and what the author wants to say - on their own",67
Rajasthan,Ajmer,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,84
Rajasthan,Alwar,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,74
Rajasthan,Anoopgarh,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,66
Rajasthan,Balotra,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,65
Rajasthan,Banswara,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,59
Rajasthan,Baran,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,67
Rajasthan,Barmer,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,69
Rajasthan,Beawar,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,75
Rajasthan,Bharatpur,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,83
Rajasthan,Bhilwara,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,76
Rajasthan,Bikaner,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,66
Rajasthan,Bundi,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,73
Rajasthan,Chittorgarh,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,74
Rajasthan,Churu,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,74
Rajasthan,Dausa,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,72
Rajasthan,Deeg,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,80
Rajasthan,Dholpur,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,83
Rajasthan,Didwana Kuchaman,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,78
Rajasthan,Dudu,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,79
Rajasthan,Dungarpur,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,76
Rajasthan,Ganganagar,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,75
Rajasthan,Gangapurcity,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,67
Rajasthan,Hanumangarh,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,71
Rajasthan,Jaipur,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,74
Rajasthan,Jaipur Gramin,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,71
Rajasthan,Jaisalmer,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,75
Rajasthan,Jalore,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,61
Rajasthan,Jhalawar,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,77
Rajasthan,Jhunjhunu,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,75
Rajasthan,Jodhpur,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,64
Rajasthan,Jodhpur Gramin,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,67
Rajasthan,Karauli,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,72
Rajasthan,Kekri,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,70
Rajasthan,Khairthal-Tijara,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,71
Rajasthan,Kota,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,73
Rajasthan,Kotputli-Behror,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,78
Rajasthan,Nagaur,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,79
Rajasthan,Neem Ka Thana,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,69
Rajasthan,Pali,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,73
Rajasthan,Phalodi,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,61
Rajasthan,Pratapgarh,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,75
Rajasthan,Rajsamand,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,75
Rajasthan,Salumbar,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,63
Rajasthan,Sanchor,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,63
Rajasthan,Sawai Madhopur,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,69
Rajasthan,Shahpura,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,70
Rajasthan,Sikar,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,71
Rajasthan,Sirohi,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,71
Rajasthan,Tonk,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,77
Rajasthan,Udaipur,Mathematics,C-8.1,C-8.1 Sorts objects into groups and sub-groups based on more than one property,74
